0.632898551,-0.06615942,-0.076553623,0.062616039,0.037641469,-0.016771666,-0.005450426,0.012334813,0.017557135,0.012094482,-0.000493652
1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0.1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,-0.1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0.1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,-0.1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,0.1,1,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,0,-0.01,1,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,0,0,0.01,1,0.00E+00,0.00E+00
0,0,0,0,0,0,0,0,0.01,1,0.00E+00
0,0,0,0,0,0,0,0,0,-0.01,1
